"Higher Level Collection","Collection ID","Collection or Subsection Name","Main Collection or Subsection","Date Created","Record ID","Primary Seed","Title of Target","Description","Language","Licence Status","LD Criteria","Institution ID","Updated","Depth","Scope","Robots.txt","Crawl Frequency","Crawl Start Date","Crawl End Date"
NULL,1230,Scottish Churches,Main Collection,2018-03-01 15:42:03.902,61892,http://bridgetonstfrancis.org.uk/,Bridgeton St Francis in the East,"Site of a Church of Scotland parish church Bridgeton, Glasgow.",EN,PENDING,false,3,2018-07-04 07:10:13.348,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-02 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-01 10:22:09.845,61877,http://www.west-kirk-polbeth-harwood.co.uk/,Polbeth Harwood with West Kirk of Calder,"Site of two linked Church of Scotland parish churches at Polbeth and West Calder, West Lothian.",EN,PENDING,false,3,2018-07-04 07:10:21.453,CAPPED_LARGE,root,true,ANNUAL,2018-03-02 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-01 09:53:49.698,61873,http://www.whithorn-stninianspriory.org.uk/,St. Ninian's Priory Parish Church of Scotland,"Site of a Church of Scotland parish church at Whithorn, Dumfries and Galloway, linked to churches at Glasserton and Isle of Whithorn.",EN,PENDING,false,3,2018-07-04 07:11:08.433,CAPPED,root,true,ANNUAL,2018-03-02 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-01 09:26:52.266,61870,http://www.williamwoodparishchurch.org.uk/,Williamwood Parish Church,"Site of a Church of Scotland parish church in Clarkston, Glasgow.",EN,NULL,false,3,2018-07-04 07:13:05.359,CAPPED_LARGE,root,true,ANNUAL,2018-03-02 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-01 10:05:03.936,61875,http://www.whitburnsouthparishchurch.org.uk/,Whitburn South Parish Church,"Site of a Church of Scotland parish church at Whitburn, West Lothian.",EN,PENDING,false,3,2018-07-04 07:12:10.810,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-02 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-01 09:44:04.269,61872,http://www.wickstferguschurch.org.uk/,Wick St. Fergus Church,"Site of a Church of Scotland parish church in Wick, Caithness / Highlands.",EN,PENDING,false,3,2018-07-04 07:12:08.083,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-02 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-02 11:29:27.098,61927,http://www.aberlady-gullaneparishchurches.org.uk/,Aberlady & Gullane Parish Churches,"Site of two Church of Scotland parish churches at Gullane and aberlady, East Lothian.",EN,PENDING,false,3,2021-08-18 16:04:11.075,CAPPED_LARGE,root,true,ANNUAL,2018-03-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-01 09:31:39.554,61871,http://www.wigtownparishchurch.org.uk/,Wigtown Parish Church of Scotland,"Site of a Church of Scotland parish church at Wigtown, Dumfries and Galloway, and covering Kirkcowan.",EN,PENDING,false,3,2018-07-04 07:12:55.374,CAPPED_LARGE,root,true,ANNUAL,2018-03-02 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-02 16:00:51.224,61935,http://strathbrockparish.net/,Strathbrock Parish,"Site of a Church of Scotland parish church at Uphall, West Lothian, with St. Nicholas Church, Uphall
",EN,NULL,false,3,2018-07-04 07:13:49.359,CAPPED_LARGE,root,true,ANNUAL,2018-03-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-02 16:08:32.042,61936,http://www.blairdrummondchurches.org.uk/,Blair Drummond Churches,"Site of a group of Church of Scotland parishes at Blair Drumond, Stirlingshire, covering the Gargunnock, Kilmadock & Kincardine-in-Menteith churches.",EN,NULL,false,3,2018-07-04 07:14:47.826,CAPPED_LARGE,root,true,ANNUAL,2018-03-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-02 10:16:40.037,61911,http://www.banffparishchurchofscotland.co.uk/,Banff Parish Church,"Site of a Church of Scotland parish church at Banff, Aberdeenshire, and the linked church at the village of King Edward.",EN,PENDING,false,3,2018-07-04 07:15:33.165,CAPPED_LARGE,root,true,ANNUAL,2018-03-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-02 10:07:31.532,61910,http://www.asabpc.org.uk/,St. Andrew's Parish Church of Scotland / Brydekirk Parish Church,"Site of two Church of Scotland parish churches at Annan and Brydekirk, Dumfries and Galloway.",EN,PENDING,false,3,2018-07-04 07:16:27.604,CAPPED,root,true,ANNUAL,2018-03-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-02 16:14:13.316,61937,http://www.blairdaffandchapelofgariochchurch.org.uk/,Blairdaff and Chapel of Garioch Parish Church,"Site of two Church of Scotland churches at Blairdaff and Garioch, Aberdeenshire.",EN,PENDING,false,3,2018-07-04 07:15:41.107,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-05 17:00:28.838,62166,http://standrewsleckie.co.uk/,"St. Andrews Leckie, Peebles","Site of a Church of Scotland parish church in Peebles, Scottish Borders [historically Peeblesshire].",EN,PENDING,false,3,2018-07-04 07:23:01.639,CAPPED_LARGE,root,true,ANNUAL,2018-03-06 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-06 12:36:37.361,62247,http://cambusbarronchurch.org/,"Cambusbarron Parish Church, The Bruce Memorial",Site of a Church of Scotland parish church Stirling.,EN,NULL,false,3,2018-07-04 07:25:47.843,CAPPED_LARGE,root,true,ANNUAL,2018-03-07 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-05 17:17:05.177,62172,http://killinardeonaig.church/,Killin & Ardeonaig Parish Church,"Site of a Church of Scotland parish church Serving the parishes of Killin & Ardeonaig and also Balquhidder, Stirlingshire.",EN,NULL,false,3,2018-07-04 07:20:19.619,CAPPED,root,NULL,ANNUAL,2018-03-06 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-05 17:05:28.437,62168,http://standrewsmoffat.org/,"St. Andrew's Parish Church, Moffat","Site of a Church of Scotland parish church in Moffat, Dumfires and Galloway, also covering the Kirkpatrick Juxta and Wamphray parish churches.",EN,NULL,false,3,2018-07-04 07:21:08.170,CAPPED_LARGE,root,true,ANNUAL,2018-03-06 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-05 17:23:01.709,62173,https://kirkoswaldparishchurch.org.uk/,Kirkoswald Parish Church,"Site of a Church of Scotland parish church at Kirkoswald, Ayrshire, also including the church at Fisherton.",EN,PENDING,false,3,2018-07-04 07:22:01.304,CAPPED_LARGE,root,true,ANNUAL,2018-03-06 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-05 17:09:56.152,62170,http://stcaths.church/,St. Catherine's Argyle Church of Scotland,Site of a Church of Scotland parish church in Edinburgh.,EN,NULL,false,3,2018-07-04 07:22:54.952,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-06 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-06 10:09:56.658,62203,http://www.roseheartychurch.org.uk/,Pitsligo Parish Church,"Site of a Church of Scotland parish church at Rosehearty, Aberdeenshire.",EN,PENDING,false,3,2018-07-04 07:29:12.938,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-07 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-06 10:03:41.146,62199,http://www.uppc.org.uk/,Udny and Pitmedden Parish Church,"Site of a Church of Scotland parish church at Udny Green, Ellon, Aberdeenshire, also incorporating the parish of Pitmedden.",EN,PENDING,false,3,2018-07-04 07:30:38.781,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-07 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-06 09:38:18.087,62186,http://www.cambusnethannorth.org/,Cambusnethan North Parish Church,"Site of a Church of Scotland parish church at Cambusnethan, near Wishaw, Lanarkshire.",EN,NULL,false,3,2018-07-04 07:26:35.123,CAPPED_LARGE,root,true,ANNUAL,2018-03-07 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-05 17:13:00.757,62171,http://rankinandchapelton.wikidot.com/,Strathaven Rankin & Chapelton Parish Churches,"Site of a Church of Scotland church at Strathaven, Lanarkshire for the parishes of Rankin, Stathaven, and Chapelton.",EN,NULL,false,3,2018-07-04 07:23:55.996,CAPPED_LARGE,root,true,ANNUAL,2018-03-06 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-06 09:24:17.669,62181,https://bankfootchurch.org/,Bankfoot Church Centre,"Site of a Church of Scotland parish church at Bankfoot, Perth & Kinross, serving Auchtergaven and Moneydie, and Redgorton and Stanley congregations.",EN,NULL,false,3,2018-07-04 07:24:47.043,CAPPED_LARGE,root,true,ANNUAL,2018-03-07 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-06 13:00:05.796,62253,http://carluke-standrewschurch.org/,Carluke St. Andrew’s Parish Church,"Site of a Church of Scotland parish church at Carluke, Lanarkshire.",EN,NULL,false,3,2018-07-04 07:27:19.734,CAPPED_LARGE,root,true,ANNUAL,2018-03-07 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-06 09:57:10.102,62194,https://ferintoshparishchurch.org.uk/,Ferintosh Parish Church,"Site of a Church of Scotland parish church at Conon Bridge, Highland [historically Ross and Cromarty].",EN,NULL,false,3,2018-07-04 07:29:05.843,CAPPED,root,true,ANNUAL,2018-03-07 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-06 12:53:15.357,62251,http://cambuslangparishchurch.org.uk/,Cambuslang Parish Church,"Site of a Church of Scotland parish church at Cambuslang, Glasgow, being the union of three existing congregations, Cambuslang Old Parish, Trinity St. Paul’s and St. Andrew’s.",EN,PENDING,false,3,2018-07-04 07:30:23.833,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-07 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-08 08:10:01.610,62395,http://strathaven-east-church.webs.com/,Strathaven East Church,"Site of a Church of Scotland parish church at Strathaven, Lanarkshire, also covering Glassford",EN,NULL,false,3,2018-07-04 07:32:13.511,CAPPED,root,true,DOMAINCRAWL,NULL,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-07 15:50:30.055,62379,http://www.spanglefish.com/rosskeenchurchofscotland/,Rosskeen Church of Scotland Alness,"Site of a Church of Scotland at Alness, Highland [historically Ross And Cromarty] covering the town of Alness.",EN,NULL,false,3,2018-07-04 07:31:08.387,CAPPED_LARGE,root,true,ANNUAL,2018-03-08 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-08 08:03:56.124,62394,http://www.standrewschurchinverurie.org.uk/,St. Andrew's Parish Church Inverurie,"Site of a Church of Scotland parish church at Inverurie, Aberdeenshire.",EN,PENDING,false,3,2018-07-04 07:34:32.766,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-09 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-08 08:36:25.614,62399,https://clunychurch.weebly.com/,Cluny Church of Scotland,"Site of a Church of Scotland parish church at Cluny, Aberdeenshire.",EN,NULL,false,3,2018-07-04 07:31:56.657,CAPPED_LARGE,root,true,ANNUAL,2018-03-09 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-08 08:31:42.608,62398,http://ckpd.org.uk/,Corsock and Kirkpatrick-Durham Church,"Site of two parishes of the Church of Scotland at Corsock and Kirkpatrick-Durham, Dumfries and Galloway.",EN,NULL,false,3,2018-07-04 07:32:44.222,CAPPED,root,NULL,ANNUAL,2018-03-09 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-08 08:17:27.338,62396,http://www.topcop.org.uk/,Peebles Old Parish Church of Scotland,"Site of a Church of Scotland parish church at Peebles, Scottish Borders (historically Peeblesshire), covering teh parish of Eddlestone.",EN,PENDING,false,3,2018-07-04 07:34:25.133,CAPPED_LARGE,root,NULL,ANNUAL,2018-03-09 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-09 09:07:34.136,62468,http://findochtyportknockiechurch.co.uk/,Findochty and Portknockie Church,"Site of two linked Church of Scotland parish churches at Buckie, Moray (historically Banffshire).",EN,NULL,false,3,2018-07-04 07:35:23.221,CAPPED_LARGE,root,true,ANNUAL,2018-03-10 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-08 08:43:19.301,62401,http://cumbraeparishchurch.org/,Cumbrae Parish Church,"Site of a Church of Scotland parish church at Millport on the Isle of Cumbrae, Argyll and Bute.",EN,NULL,false,3,2018-07-04 07:33:35.402,CAPPED_LARGE,root,true,ANNUAL,2018-03-09 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-03-08 08:56:39.208,62402,http://cuparstjohnsanddairsie.org/,St. John's & Dairsie United Parish Church,Site of a two Church of Scotland parish churches at Cupar and Dairsie in Fife.,EN,NULL,false,3,2018-07-04 07:35:16.013,CAPPED_LARGE,root,true,ANNUAL,2018-03-09 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 08:15:56.588,68567,http://www.saintmargaret.co.uk/,St. Margaret of Scotland & Holy Spirit Roman Catholic Parishes,"Site of two Roman Catholic parish churches in Scotland, located at Stirling.",EN,PENDING,false,3,2018-08-24 11:30:11.357,CAPPED_LARGE,root,NULL,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 08:01:37.128,68565,http://www.musselburghcatholic.org/,Our Lady of Loretto and St. Michael Catholic Church,"Site of a Roman Catholic parish church in Scotland, located at Musselburgh, East Lothian.",EN,NULL,false,3,2018-07-04 08:04:12.635,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 08:26:35.965,68569,http://www.saintpaulsmilton.org.uk/,St. Paul's & St. Dominic's ,"Site of two linked Roman Catholic parish churches in Scotland, namely St. Dominic's, Torrance and St. Paul's, Milton of Campsie, both East Dunbartonshire.

",EN,PENDING,false,3,2018-08-24 11:30:15.379,CAPPED_LARGE,root,NULL,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 08:08:06.148,68566,http://www.saint.margarets.org.uk/,"St. Margaret's, South Queensferry","Site of a Roman Catholic parish church in Scotland, located at South Queensferry, Edinburgh also covering the parish church of St. Mary's, Ratho.",EN,NULL,false,3,2018-07-04 08:11:23.346,CAPPED,root,NULL,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 08:21:37.617,68568,http://www.saintmary.org.uk/,St. Mary's and St. Columba's Bathgate,"Site of two Roman Catholic parish churches in Scotland, located at Bathgate, West Lothian.",EN,NULL,false,3,2018-07-04 08:23:46.025,CAPPED_LARGE,root,NULL,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 08:46:05.828,68571,http://www.shctk.co.uk/,Christ the King & Sacred Heart,"Site of two Roman Catholic parish churches in Scotland, namely The Sacred Heart, Grangemouth and Christ the King, Grangemouth.",EN,NULL,false,3,2018-07-04 08:48:51.555,CAPPED_LARGE,root,NULL,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 08:52:51.605,68572,http://www.stjamesparishstandrews.org.uk/,"St. James’, St. Andrews and Christ the King, Pittenweem, with Most Holy Trinity, Crail","Site of three Roman Catholic parish churches in Scotland, located in Fife.",EN,PENDING,false,3,2018-08-24 11:30:19.193,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:00:41.662,68573,http://www.westcaldercatholicchurch.org/,West Calder Catholic Church Parishes,"Site of two Roman Catholic parish church in Scotland, located at West Calder adn Addiewell.",EN,NULL,false,3,2018-07-04 09:02:20.626,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:10:21.906,68575,https://catholicswfife.com/,Catholic Parishes of Ss John & Columba and St Peter in Chains,"Site of two Roman Catholic parish churches in Scotland, located at Rosyth and Inverkeithing, Fife.",EN,NULL,false,3,2018-07-04 09:13:50.206,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:05:35.201,68574,http://stjosephschurch.org.uk/,St. Joseph's RC Church,"Site of a two Roman Catholic parish churches in Scotland, St. Jopspeh's located in Peebles incorporating St. James, Innerleithen.",EN,NULL,false,3,2018-07-04 09:08:01.870,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:16:26.685,68576,https://www.seborders-rc-churches.com/,"Roman Catholic Churches of Immaculate Conception, Jedburgh and Immaculate Conception, Kelso","Site of two Roman Catholic parish churches in Scotland, located in the Scottish Borders.",EN,NULL,false,3,2018-07-04 09:18:09.167,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:21:34.217,68577,https://www.stdavidsdalkeith.co.uk/,St. David's Dalkieth,"Site of a Roman Catholic parish church in Scotland, at Dalkeith, Midlothian incorporating the church St. Luke's and St. Anne's, Mayfield.",EN,NULL,false,3,2018-07-04 09:25:40.373,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:31:40.621,68581,https://www.stpatricksparish.co.uk/,"St. Patrick's Church, Cowgate, Edinburgh","Site of a Roman Catholic parish church in Scotland, located in Edinburgh.",EN,NULL,false,3,2018-07-04 09:34:47.059,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:27:26.883,68579,https://www.stmaryscathedral.co.uk/,St. Mary's Catholic Cathedral,Site of the Roman Catholic cathedral and church for Edinburgh.,EN,PENDING,false,3,2018-08-24 11:30:23.379,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:36:01.842,68583,http://immaculateheartbalornock.co.uk/,"Immaculate Heart of Mary Parish, Balornock","Site of a Roman Catholic parish church in Scotland, located at Balornock, Glasgow.",EN,NULL,false,3,2018-07-04 09:37:37.828,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 09:39:14.090,68585,http://ohr-sm.weebly.com/,Our Holy Redeemer's amd St. Margaret's,"Site of two Roman Catholic parish churches in Scotland, located at Clydebank.",EN,NULL,false,3,2018-07-04 10:17:40.087,CAPPED_LARGE,root,true,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-07-04 10:24:26.918,68588,http://www.stjohnogilvie.org.uk/,"Parish of St. John Ogilvie, Easter Ross","Site of a group of Roman Catholic parish churches in Scotland, located in Easter Ross, Highland including the Catholic congregations of St. Joseph’s, Invergordon, St. Vincent de Paul’s, Tain and Alness.
",EN,PENDING,false,3,2018-08-24 11:30:27.222,CAPPED_LARGE,root,NULL,ANNUAL,2018-07-05 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-28 13:52:42.595,70505,http://righeadurc.wixsite.com/home/,Righead United Reformed Church,"Site of a Scottish United Reformed church located in East Kilbride, Lanarkshire.",EN,NULL,false,3,2018-08-28 13:55:00.902,CAPPED_LARGE,root,true,ANNUAL,2018-08-29 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-28 14:07:57.281,70509,https://www.giffnockurc.com/,Giffnock United Reformed Church,"Site of a Scottish United Reformed church located in Giffnock, East Renfrewshire.",EN,NULL,false,3,2018-08-28 14:17:15.665,CAPPED_LARGE,root,true,ANNUAL,2018-08-29 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-28 13:58:20.373,70506,http://eastmainsurc.wixsite.com/east-mains-urc/,East Mains United Reformed Church,"Site of a Scottish United Reformed church located in East Kilbride, Lanarkshire.",EN,NULL,false,3,2018-08-28 13:59:17.273,CAPPED_LARGE,root,true,ANNUAL,2018-08-29 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-28 14:00:18.007,70507,https://essensideurc.webs.com/,Essenside United Reformed Church,"Site of a Scottish United Reformed church located in Drumchapel, Glasgow.",EN,NULL,false,3,2018-08-28 14:03:02.203,CAPPED_LARGE,root,true,ANNUAL,2018-08-29 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-28 14:21:42.735,70510,http://greenockwest.wixsite.com/greenock-west-urc/,Greenock West United Reformed Church,"Site of a Scottish United Reformed church located in Greenock, Renfrewshire.
",EN,NULL,false,3,2018-08-28 14:23:29.439,CAPPED_LARGE,root,true,ANNUAL,2018-08-29 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-04-03 14:20:52.727,63561,http://www.morningsideunitedchurch.org.uk/,Morningside ​United Church,"Site of a joint Church of Scotland and United Reformed parish church located in Morningside, Edinburgh.",EN,NULL,false,3,2018-08-29 10:53:25.855,CAPPED,root,true,ANNUAL,2018-04-20 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-10-02 12:35:25.573,71981,http://stmaryscardenplace.org.uk/,"St. Mary's Episcopal Church, Aberdeen",Site of a Christian church and its congregation belonging to the Scottish Episcopal denomination and located in Aberdeen.,EN,PENDING,false,3,2018-10-04 15:23:29.766,CAPPED_LARGE,root,true,ANNUAL,2018-10-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-10-02 12:40:10.856,71982,https://stmarychurchaberfoyle.org.uk/,"St. Mary's Episcopal Church, Aberfoyle","Site of a Christian church and its congregation belonging to the Scottish Episcopal denomination and located in Aberfoyle, Stirlingshire. ",EN,PENDING,false,3,2018-10-04 15:23:34.091,CAPPED_LARGE,root,NULL,ANNUAL,2018-10-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-29 10:42:08.779,70520,http://www.peediekirk.com/,Peedie Kirk,"Site of a Scottish United Reformed church located in Kirkwall, Orkney.",EN,NULL,false,3,2018-08-29 10:43:34.252,CAPPED_LARGE,root,true,ANNUAL,2018-08-30 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-10-02 12:15:06.700,71975,http://stmarysstromness.aodiocese.org.uk/,"St. Mary-the-Virgin Church, Stromness","Site of a Christian church and its congregation belonging to the Scottish Episcopal denomination and located in Stromness, Orkney.",EN,NULL,false,3,2018-10-02 12:15:06.700,CAPPED_LARGE,root,true,ANNUAL,2018-10-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-29 10:32:28.069,70518,http://hamiltonurc.org.uk/,Hamilton United Reformed Church,"Site of a Scottish United Reformed church located in Hamilton, Lanarkshire.",EN,NULL,false,3,2018-08-29 10:35:07.409,CAPPED_LARGE,root,true,ANNUAL,2018-08-30 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-29 10:36:55.622,70519,https://helensburghurc.org.uk/,United Reformed Church Helensburgh,"Site of a Scottish United Reformed church located in Helensburgh, Argyll & Bute.",EN,PENDING,false,3,2018-08-30 14:41:55.610,CAPPED_LARGE,root,NULL,ANNUAL,2018-08-30 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-29 10:44:29.108,70521,https://www.lupc.org.uk/,Livingston United Parish Church,"Site of a Scottish a parish church located in Livingston, West Lothian, where Church of Scotland, Scottish Episcopal Church, Methodist Church and United Reformed Church worship together.",EN,PENDING,false,3,2018-08-30 14:42:01.004,CAPPED_LARGE,root,NULL,ANNUAL,2018-08-30 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-29 11:05:57.163,70525,http://www.rutherglenurc.org.uk/,Rutherglen United Reformed Church,"Site of a Scottish United Reformed church located in Rutherglen, Lanarkshire.",EN,NULL,false,3,2018-08-29 11:07:51.533,CAPPED_LARGE,root,true,ANNUAL,2018-08-30 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-10-02 12:25:17.117,71979,https://stmarysinverurie.org.uk/,"St Mary's Episcopal Church, Inverurie","Site of a Christian church and its congregation belonging to the Scottish Episcopal denomination and located in Inverurie, Aberdeenshire.",EN,PENDING,false,3,2018-10-04 15:22:09.181,CAPPED_LARGE,root,true,ANNUAL,2018-10-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-10-02 12:30:03.334,71980,https://thecathedral.org.uk/,St. Mary's Catherdral Glasgow,Site of a Christian cathedral church and its congregation belonging to the Scottish Episcopal denomination and located in Glasgow. ,EN,PENDING,false,3,2018-10-04 15:23:25.406,CAPPED_LARGE,root,true,ANNUAL,2018-10-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2017-03-30 13:48:18.322,51584,http://www.oakshawtrinity.org.uk/,Oakshaw Trinity Church,"Website of Oakshaw Trinity Church, ​an ecumenical church in Paisley, Scotland, with members from the Church of Scotland and the United Reformed Church.",EN,NULL,false,3,2018-08-29 11:04:10.789,CAPPED,root,NULL,SIXMONTHLY,2017-03-31 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-08-29 11:08:59.458,70526,http://www.saughtonhall.com/,Saughtonhall United Reformed Church,"Site of a Scottish United Reformed church located in Saughtonhall, Edinburgh.",EN,NULL,false,3,2018-08-29 11:10:25.236,CAPPED_LARGE,root,true,ANNUAL,2018-08-30 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-04-12 14:14:04.590,64154,http://www.st-ninians-stonehouse.org.uk/,St. Ninian's Stonehouse,"Site of an ecumenical parish church located in Stonehouse, Lanarkshire, with members of the Church of Scotland and the United Reformed Church worshipping together.",EN,PENDING,false,3,2018-08-29 11:15:06.983,CAPPED,root,NULL,ANNUAL,2018-05-10 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-10-02 12:21:39.499,71978,http://www.stmarysepiscopalhamilton.co.uk/,"St. Mary's Episcopal Church, Hamilton","Site of a Christian church and its congregation belonging to the Scottish Episcopal denomination and located in Hamilton, Lanarkshire.",EN,PENDING,false,3,2018-10-04 15:22:03.927,CAPPED_LARGE,root,true,ANNUAL,2018-10-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-10-02 12:44:55.769,71983,http://church.stmarysdunblane.org/,"St. Mary's Episcopal Church, Dunblane","Site of a Christian church and its congregation belonging to the Scottish Episcopal denomination and located in Dunblane, Stirlingshire.",EN,PENDING,false,3,2018-10-04 15:23:38.766,CAPPED_LARGE,root,true,ANNUAL,2018-10-03 09:00:00.000,NULL
NULL,1230,Scottish Churches,Main Collection,2018-10-02 13:08:31.974,71988,http://www.stmichaelhelensburgh.org.uk/,St. Michael and All Angels Church Helensburgh,"Site of a Christian church and its congregation belonging to the Scottish Episcopal denomination and located in Helensburgh, Argyll & Bute.",EN,PENDING,false,3,2018-10-04 15:32:58.517,CAPPED_LARGE,root,true,ANNUAL,2018-10-03 09:00:00.000,NULL
